08 19 17:37:40.645  INFO mysql_avatar::mysqld:73       : Binlog watcher inited, start after 3 secs, running every 3 secs
08 19 17:37:43.650 DEBUG mysql_avatar::mysqld:108      : Binlog file changed...C:/Users/BK-liao/mysqltest/data/binlog/mysql-bin.000002
08 19 17:37:51.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.235 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.236 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.237 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.238 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.239 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.240 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.241 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.242 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.243 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.244 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.245 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.246 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.247 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.248 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.249 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.250 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.251 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.252 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.253 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.254 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.255 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.256 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.257 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.258 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.259 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.260 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.261 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.262 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
08 19 17:37:51.263 DEBUG mysql_avatar::mysqld:166      : socket.writable...
